epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,709.446,0.34835,0.30732,0.82147,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,5.1884e-05,5.1884e-05,5.1884e-05
182,713.436,0.34263,0.30308,0.81628,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,4.95278e-05,4.95278e-05,4.95278e-05
183,717.432,0.3386,0.30259,0.81583,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,4.71716e-05,4.71716e-05,4.71716e-05
184,721.404,0.34104,0.30742,0.8302,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,4.48154e-05,4.48154e-05,4.48154e-05
185,725.44,0.33621,0.29761,0.81531,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,4.24592e-05,4.24592e-05,4.24592e-05
186,729.344,0.33374,0.29633,0.81415,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,4.0103e-05,4.0103e-05,4.0103e-05
187,733.395,0.34229,0.30119,0.81891,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,3.77468e-05,3.77468e-05,3.77468e-05
188,737.311,0.33027,0.29017,0.81285,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,3.53906e-05,3.53906e-05,3.53906e-05
189,741.297,0.33501,0.29117,0.81491,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,3.30344e-05,3.30344e-05,3.30344e-05
190,745.367,0.32486,0.28923,0.81597,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,3.06782e-05,3.06782e-05,3.06782e-05
191,750.046,0.30266,0.26737,0.7965,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,2.8322e-05,2.8322e-05,2.8322e-05
192,754.079,0.30081,0.26509,0.80025,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,2.59658e-05,2.59658e-05,2.59658e-05
193,758.22,0.29777,0.26351,0.7937,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,2.36096e-05,2.36096e-05,2.36096e-05
194,762.26,0.29898,0.26707,0.7947,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,2.12534e-05,2.12534e-05,2.12534e-05
195,766.225,0.2902,0.2635,0.79759,0.94591,0.93555,0.98216,0.83427,0.62709,0.45153,0.85772,1.88972e-05,1.88972e-05,1.88972e-05
196,770.898,0.29038,0.25869,0.79608,0.95655,0.93526,0.98119,0.83185,0.62213,0.45404,0.84786,1.6541e-05,1.6541e-05,1.6541e-05
197,775.347,0.29685,0.26253,0.80239,0.95919,0.93127,0.98116,0.83124,0.62222,0.45408,0.84787,1.41848e-05,1.41848e-05,1.41848e-05
198,779.887,0.2967,0.26251,0.79537,0.95544,0.935,0.97973,0.8315,0.62234,0.45613,0.84689,1.18286e-05,1.18286e-05,1.18286e-05
199,784.331,0.29409,0.26115,0.80167,0.95547,0.93503,0.98126,0.83241,0.62003,0.45383,0.84645,9.4724e-06,9.4724e-06,9.4724e-06
200,788.813,0.29165,0.26171,0.79756,0.95595,0.93246,0.98111,0.83358,0.6193,0.45475,0.84695,7.1162e-06,7.1162e-06,7.1162e-06
